Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute,,No. 30 Wanyuan Road,Beijing,,,China,64 FR 28909; 81 FR 64694; 84 FR 40241,5/28/1999; 9/20/2016; 8/19/2019,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,702nd Institute; Beijing Institute of Structure and Environmental Engineering (BISE) ,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"China Aerospace Science and Industry Corporation (CASIC) 3rd Academy, 31 Research Institute",,"No.17, Yungang West Road, Fengtai District",Beijing,,,China,66 FR 24266; 84 FR 40241,5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,31st Institute; and  Beijing Power Machinery Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"37 Xueyuan Road, Haidan District",Beijing,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"393 Songling Road, Laoshan District",Qingdao City,Shandong Province,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"8 Shibo Road, Panlong District",Kunming City,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"18 Chuanghui Street, Changhe Avenue, Binjiang District",Hangzhou,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"Group 7, Phase I,  3rd Innovation Base, Kangda Road, Meishan Street, Beilun District",Ningbo,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"A1 Building, Beihang National University Science Park, 50 meters south of Qianjiang Road, Xinzhan High-tech Zone",Hefei,Anhui,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"Room B407, Virtual University Park Building, South District, High-tech Zone, Yuehai Street, Nanshan District",Shenzhen,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"Building 1, Science and Technology Innovation Center, High-tech Zone",Nanchang,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"No.18 Daoyuan Road, Science and Technology City, High-tech Zone",Suzhou,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"No. 60, Dong 6th Road, Dongying District, ",Dongying City,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
,,,,Beijing University of Aeronautics and Astronautics (BUAA),,"Building 9, 99 Haixiu Road",Taizhou,,,China,66 FR 24266;70 FR 54629;75 FR 78877; 88 FR,5/14/01; 9/16/2005; 12/17/10,,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,Beihang University; Beihang University Dongying Research Institute; Beihang University Hangzhou Innovation Institute; Beihang University Hefei Innovation Institute; Beihang University Jiangxi Research Institute; Beihang University Ningbo Innovation Institute;Beihang University Qingdao Research Institute; Beihang University Shenzhen Research Institute; Beihang University Suzhou;  Beihang University Taizhou Research Institute Innovation Institute; Beihang University Yunnan Innovation Institute.,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerodynamics Research and Development Center (CARDC),,Sichuan Province,,,,China,64 FR 28909; 81 FR 64694,5/28/1999; 9/20/2016,,,For all items subject to the EAR.,See §744.3 of this part,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Chinese Academy of Engineering Physics ,,901 Institute (P.O. Box 523),Chengdu,,610003,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics, Beijing ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"64 Mianshan Road, Mianyang, Sichuan",Mianyang,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"6 Huayuan Road, Haidian District",Beijing,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chinese Academy of Engineering Physics ,,"1 Fenghao East Road, Haidian District",Beijing,,,China,"62 FR 35334, 66 FR 24266, 75 FR 78883, 76 FR 21628, 76 FR 50407, 77 FR 58006, 85 FR 34497","6/30/1997, 5/14/2001, 12/17/2010, 4/18/2011, 8/15/11, 9/19/2012, 6/5/2020",,,For all items subject to the EAR. (See §744.11 of the EAR),Presumption of Denial,,,,,,,,,,,,"Ninth Academy; Southwest Computing Center; Southwest Institute of Applied Electronics; Southwest Institute of Chemical Materials; Southwest Institute of Electronic Engineering; Southwest Institute of Environmental Testing; Southwest Institute of Explosives and Chemical Engineering; Southwest Institute of Fluid Physics; Southwest Institute of General Designing and Assembly; Southwest Institute of Machining Technology; Southwest Institute of Materials; Southwest Institute of Nuclear Physics and Chemistry (a.k.a., China Academy of Engineering Physics (CAEP)?s 902 Institute); Southwest Institute of Research and Applications of Special Materials Factory; Southwest Institute of Structural Mechanics; (all of preceding located in or near Mianyang, Sichuan Province); The High Power Laser Laboratory; The Institute of Applied Physics and Computational Mathematics ",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"2127 Sungang Rd, Huatong Bldg, 19/F, Louhu Dist",Shenzhen,,518001,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"169 Fucheng Rd, Fenggu Bldg., 7/F",Mianyang,,621000,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"Zhi Chun Rd, No 2 Bldg of Hoajing jiayuan, Suite #804, Haidian Dist",Beijing,,100086,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"40 North Chang?an Rd, Xi?an Electronics Plaza Suite #516",Xi?an,,710061,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"9 Huapu Rd, Chengbei Electronics & Apparatus Mall, 1/F Suite #39",Chengdu,,610081,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Chitron Electronics Company Ltd,,"2 North Linping Rd Bldg 1. Suite #1706, Hongkou Dist",Shanghai,,200086,China,75 FR 1699,1/13/2010,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial,,,,,,,,,,,,Chi-Chuang Electronics Company Ltd ,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Corezing International,,"Room 1007, Block C2, Galaxy Century Bldg., CaiTian Rd., FuTian District",Shenzhen,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong and Singapore),,,,,"CoreZing Electronics; Corezing International Group  Company, Corezing International Pte Ltd, Corezing Technology Pte Ltd and Core Zing",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Corezing International,,"Room 1702, Tower B, Honesty Building, Humen, Dongguan",Guangdong,,,China,76 FR 67059 No. 210,10/31/2011,,,For all items subject to the EAR. (See §744.11 of the EAR).,Presumption of denial.,,,,,,,(See alternate addresses under Hong Kong and Singapore),,,,,"CoreZing Electronics; Corezing International Group  Company, Corezing International Pte Ltd, Corezing Technology Pte Ltd and Core Zing",,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,Fang Yu,,"16 Gaoxin 4th Road, Xian High Tech Industrial Development Zone",Xi'an,,,China,75 FR 36516,6/28/2010,,,For all items subject to the EAR (See §744.11 of the EAR),Presumption of denial,,,,,,,,,,,,,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute ,,No. 30 Wanyuan Road,Beijing,,,China,"66 FR 24266, 77 FR 58006 (no. 182); 84 FR 40241, 84 FR 40241",5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,Beijing Aerospace Automatic Control Institute (BICD); 12th Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
EL,,,,China Aerospace Science and Technology Corporation (CASC) 1st Academy 702 Research Institute ,,"No. 50 Yongding Road, Haidian District",Beijing,,100854,China,"67 FR 24266, 77 FR 58006 (no. 182); 84 FR 40241, 84 FR 40241",5/14/2001; 8/14/2019,,,For all items subject to the EAR,See §744.3(d) of this part,,,,,,,,,,,,Beijing Aerospace Automatic Control Institute (BICD); 12th Institute,,http://www.bis.doc.gov/entities/default.htm,,,,
